url,title,full_title,publication_date,pdf_url,institution,og_title,og_description,wri_published,wri_authors,scrape_timestamp,status
https://www.wri.org/research/us-china-clean-energy-collaboration-lessons-advanced-coal-technology-consortium,U.S.- China Clean Energy Collaboration: Lessons from the Advanced Coal Technology Consortium,U.S.- China Clean Energy Collaboration: Lessons from the Advanced Coal Technology Consortium,2016-28-03,https://files.wri.org/d8/s3fs-public/US_China_Clean_Energy_Collaboration_lessons_from_the_Advanced_Coal_Technology_Consortium_1.pdf,,U.S.- China Clean Energy Collaboration: Lessons from the Advanced Coal Technology Consortium,"SynopsisThis working paper examines the first five years of U.S.-China Clean Energy Research Center (CERC) Advanced Coal Technology Consortium, a collaborative effort by the United States and China to accelerate development on carbon capture and storage and other advanced coal technologies. It assesses areas of success and provides recommendations to improve the next five years of bilateral collaboration.",March 28 2016,,2026-06-19T15:38:47.557170+00:00,ok
https://www.wri.org/research/putting-price-carbon-ensuring-equity,Putting a Price on Carbon: Ensuring Equity,Putting a Price on Carbon: Ensuring Equity,2016-06-04,https://files.wri.org/d8/s3fs-public/Putting_a_Price_on_Carbon_Ensuring_Equity.pdf,,Putting a Price on Carbon: Ensuring Equity,"SynopsisPutting a Price on Carbon: Ensuring Equity finds that the revenues from a carbon price can be used to address regional disparities and ensure that unfair burdens are not imposed on households that cannot afford them. By using just a small portion of carbon pricing revenue to specifically target low-income households and coal communities, policy designers can ensure that these groups are better off under a carbon price than alternative policy pathways.",April 6 2016,,2026-06-19T15:38:47.735281+00:00,ok
https://www.wri.org/research/clean-air-action-citizen-science-pollution-emissions,Clean Air Action: Applications of Citizen Science to Identify and Address Air Pollution Emission Sources,Clean Air Action: Applications of Citizen Science to Identify and Address Air Pollution Emission Sources,2022-01-06,https://files.wri.org/d8/s3fs-public/2022-06/clean-air-action-citizen-science-air-pollution-emission-sources.pdf?VersionId=wjyo.8YknCnhDqFFnhqEAwUc7pjLecdG,,Clean Air Action: Applications of Citizen Science to Identify and Address Air Pollution Emission Sources,"Growing awareness of the health and environmental burden of air pollution combined with access to new low cost air pollution monitors has helped drive the explosion of citizen science initiatives. Despite this momentum, there remains little public attention to the sources or drivers of air pollution.",June 1 2022,,2026-06-19T15:38:48.021387+00:00,ok
https://www.wri.org/research/making-food-waste-socially-unacceptable,Making Food Waste Socially Unacceptable: What Behavioral Science Tells Us About Shifting Social Norms to Reduce Household Food Waste,Making Food Waste Socially Unacceptable: What Behavioral Science Tells Us About Shifting Social Norms to Reduce Household Food Waste,2022-06-06,https://files.wri.org/d8/s3fs-public/2022-06/making-food-waste-socially-unacceptable.pdf?VersionId=VPg.WPRt909kj_f3E.TcrL9kVrtm9veV,,Making Food Waste Socially Unacceptable: What Behavioral Science Tells Us About Shifting Social Norms to Reduce Household Food Waste,"If current trends continue, global food waste at the consumer stage will double by 2050. Reducing the amount wasted by consumers is critical for meeting United Nations Sustainable Development Goal 12.3, which calls for halving global food loss and waste by 2030. This working paper summarizes the methodology and results from two original randomized controlled trials that reached more than 40 million consumers in order to assess the impact of social norms messaging on consumers’ knowledge, attitudes, beliefs, and behaviors around food waste.",June 6 2022,,2026-06-19T15:38:48.232083+00:00,ok
https://www.wri.org/research/draft-comments-steve-ellis-brookingswri-event-environmental-harmful-tax-breaks,Draft Comments by Steve Ellis for Brookings/WRI event on environmental harmful tax breaks,Draft Comments by Steve Ellis for Brookings/WRI event on environmental harmful tax breaks,2005-01-06,https://files.wri.org/d8/s3fs-public/pdf/green_fees_bkgrd_environmentally_harmful_tax_expenditures.pdf,,Draft Comments by Steve Ellis for Brookings/WRI event on environmental harmful tax breaks,"SynopsisText of comments at the June 3, 2005 Tax Reform and the Environment seminar. Executive SummaryText of comments at the June 3, 2005 Tax Reform and the Environment seminar.",June 1 2005,,2026-06-19T15:38:48.360672+00:00,ok
https://www.wri.org/research/tax-reform-and-environment,Tax reform and the environment,Tax reform and the environment,2005-01-06,https://files.wri.org/d8/s3fs-public/pdf/green_fees_tax_whyhow.pdf,,Tax reform and the environment,"SynopsisText of comments from the June 3, 2005 Tax Reform and the Environment seminar. Executive SummaryText of comments from the June 3, 2005 Tax Reform and the Environment seminar.",June 1 2005,,2026-06-19T15:38:48.475597+00:00,ok
https://www.wri.org/research/trillion-dollar-question-ii-tracking-investment-needs-transport,The Trillion Dollar Question II: Tracking Investment Needs in Transport,The Trillion Dollar Question II: Tracking Investment Needs in Transport,2016-07-04,https://files.wri.org/d8/s3fs-public/The_Trillion_Dollar_Question_II_Tracking_Investment_Needs_in_Transport_0.pdf,,The Trillion Dollar Question II: Tracking Investment Needs in Transport,"SynopsisThis working paper seeks to elucidate the current estimates for transport infrastructure requirements, looking at a series of reports that consider projected global infrastructure needs in the coming few decades, and provide or quote a cost estimate for these needs.",April 7 2016,,2026-06-19T15:38:48.590025+00:00,ok
https://www.wri.org/research/shifting-diets-sustainable-food-future,"Shifting Diets for a Sustainable Food Future: Creating a Sustainable Food Future, Installment Eleven","Shifting Diets for a Sustainable Food Future: Creating a Sustainable Food Future, Installment Eleven",2016-20-04,https://files.wri.org/d8/s3fs-public/Shifting_Diets_for_a_Sustainable_Food_Future_1.pdf,,"Shifting Diets for a Sustainable Food Future: Creating a Sustainable Food Future, Installment Eleven","SynopsisInstallment 11 of Creating a Sustainable Food Future shows that for people who consume high amounts of meat and dairy, shifting to diets with a greater share of plant-based foods could significantly reduce agriculture’s pressure on the environment.",April 20 2016,,2026-06-19T15:38:48.615003+00:00,ok
https://www.wri.org/research/beyond-net-zero-how-mobilize-passive-investing-towards-paris-alignment-focus-united-states,Beyond Net Zero: How to Mobilize Passive Investing Towards Paris Alignment With a Focus on the United States,Beyond Net Zero: How to Mobilize Passive Investing Towards Paris Alignment With a Focus on the United States,2022-07-06,https://files.wri.org/d8/s3fs-public/2022-06/beyond-net-zero-passive-investing-paris-alignment.pdf?VersionId=SVq2p7cQ3dFOnKemEorWTKynSvy6d67T,,Beyond Net Zero: How to Mobilize Passive Investing Towards Paris Alignment With a Focus on the United States,"Addressing the growing threats posed by climate change is an all-encompassing challenge, one that requires more than just our verbal commitments. Every ambitious promise must come with a plan and be followed by the financial support needed to see it through. Aligning financial streams with the goals outlined in the Paris Agreement is crucial to preventing backsliding and promoting a transition to a stronger, greener economy.",June 7 2022,,2026-06-19T15:38:48.659474+00:00,ok
https://www.wri.org/research/renewable-energy-procurement-perceptions-among-commercial-and-industrial-consumers,Renewable Energy Procurement Perceptions among Commercial and Industrial Consumers: Current Practices and Future Possibilities,Renewable Energy Procurement Perceptions among Commercial and Industrial Consumers: Current Practices and Future Possibilities,2022-08-06,https://files.wri.org/d8/s3fs-public/2022-08/renewable-energy-procurement-perceptions-commercial-industrial-consumers.pdf?VersionId=J2quc7f607LTKGc.c_vsPrlTexyB.g.m,,Renewable Energy Procurement Perceptions among Commercial and Industrial Consumers: Current Practices and Future Possibilities,This paper aims to understand the challenges C&I consumers face in the current RE procurement routes.,June 8 2022,,2026-06-19T15:38:48.860024+00:00,ok
https://www.wri.org/research/timber-traceability-management-tool-governments-case-studies-latin-america,Timber Traceability: A Management Tool for Governments — Case Studies from Latin America,Timber Traceability: A Management Tool for Governments — Case Studies from Latin America,2022-17-06,https://files.wri.org/d8/s3fs-public/2022-06/timber-traceability-tool-governments-case-studies-latin-america.pdf?VersionId=A8Dsn9A2IB15bcdSdbQL0HzPF3RVaRLb,,Timber Traceability: A Management Tool for Governments — Case Studies from Latin America,"During the last decade, a wide array of timber traceability systems has been developed in timber-producing countries. As the trend towards traceability continues, it is important to document lessons and best practices as a reference for government officials in other countries who are interested in pursuing this path in the future.",June 17 2022,,2026-06-19T15:38:48.978959+00:00,ok
https://www.wri.org/research/millennium-ecosystem-assessment-living-beyond-our-means,Millennium Ecosystem Assessment: Living Beyond Our Means,Millennium Ecosystem Assessment: Living Beyond Our Means,2005-01-03,https://files.wri.org/d8/s3fs-public/pdf/ma_board_final_statement.pdf,,Millennium Ecosystem Assessment: Living Beyond Our Means,"SynopsisThe statement from the Board identifies 10 key messages and conclusions that can be drawn from the Millennium Ecosystem Assessment. Executive SummaryThis statement was developed by the Board governing the MA process, whose membership includes representatives from U.N. organizations, governments through a number of international conventions, nongovernmental organizations, academia, business, and indigenous peoples. The statement from the Board identifies 10 key messages and conclusions that can be drawn from the assessment:",March 1 2005,,2026-06-19T15:38:49.319121+00:00,ok
https://www.wri.org/research/impacts-small-scale-electricity-systems-study-rural-communities-india-and-nepal,Impacts of Small-Scale Electricity Systems: A Study of Rural Communities in India and Nepal,Impacts of Small-Scale Electricity Systems: A Study of Rural Communities in India and Nepal,2016-26-04,https://files.wri.org/d8/s3fs-public/Impacts_of_Small-Scale_Electricity_Systems.pdf,,Impacts of Small-Scale Electricity Systems: A Study of Rural Communities in India and Nepal,"SynopsisThis study assesses and compares the benefits of electricity service to households and small enterprises from microgrids, solar home systems (SHS), and the national grid in select rural communities in India and Nepal. Electricity access, in general, leads to reduced kerosene use, more time spent by women on income-generation, and the acquisition of home appliances. However, different types of systems have distinct differences in electricity service conditions.",April 26 2016,,2026-06-19T15:38:49.404752+00:00,ok
https://www.wri.org/research/what-works-afrique-initiatives,What Works: Afrique Initiatives,What Works: Afrique Initiatives,2003-01-08,https://files.wri.org/d8/s3fs-public/pdf/dd_afrique_initiatives.pdf,,What Works: Afrique Initiatives,"Brussels-based Afrique Initiatives operates two distinct services in the city of Saint Louis, Senegal: Pesinet, a not-for-profit health care organization, and St. Louis Net, a for-profit IT services company.",August 1 2003,,2026-06-19T15:38:49.616988+00:00,ok
https://www.wri.org/research/energy-security-and-climate-change-investing-clean-car-revolution,Energy Security and Climate Change: Investing in the Clean Car Revolution,Energy Security and Climate Change: Investing in the Clean Car Revolution,2005-01-06,,,Energy Security and Climate Change: Investing in the Clean Car Revolution,The global need to address energy security concerns and the impact of climate change on the earth's environment is intensifying pressure on the auto industry to create vehicles with higher fuel economy and lower emissions.,June 1 2005,,2026-06-19T15:38:49.666471+00:00,ok
https://www.wri.org/research/how-illinois-can-meet-its-clean-power-plan-targets,How Illinois Can Meet Its Clean Power Plan Targets,How Illinois Can Meet Its Clean Power Plan Targets,2016-27-04,https://files.wri.org/d8/s3fs-public/How_Illinois_Can_Meet_Its_Clean_Power_Plan_Targets_Summary.pdf,,How Illinois Can Meet Its Clean Power Plan Targets,"Synopsis This fact sheet examines how Illinois can use its existing policies and infrastructure to meet its emission standards under the Clean Power Plan while minimizing compliance costs, ensuring reliability, and harnessing economic opportunities. Read about additional analyses in WRI's fact sheet series, How States Can Meet Their Clean Power Plan Targets. Key Findings Illinois can build on its progress to date and achieve greater reductions by taking the following four actions:",April 27 2016,,2026-06-19T15:38:49.762865+00:00,ok
https://www.wri.org/research/what-works-healthnet-ugandas-evolution-ngo-sustainable-enterprise,What Works: Healthnet Uganda's Evolution from NGO to Sustainable Enterprise,What Works: Healthnet Uganda's Evolution from NGO to Sustainable Enterprise,2003-01-08,https://files.wri.org/d8/s3fs-public/pdf/dd_healthnet.pdf,,What Works: Healthnet Uganda's Evolution from NGO to Sustainable Enterprise,HealthNet Uganda is pioneering the use of Personal Digital Assistants (PDAs) in the African healthcare sector to provide practitioners with real-time access to vital information.,August 1 2003,,2026-06-19T15:38:50.248789+00:00,ok
https://www.wri.org/research/electric-school-bus-us-market-study-and-buyers-guide-resource-school-bus-operators,Electric School Bus U.S. Market Study and Buyer’s Guide: A Resource for School Bus Operators Pursuing Fleet Electrification,Electric School Bus U.S. Market Study and Buyer’s Guide: A Resource for School Bus Operators Pursuing Fleet Electrification,2023-24-07,https://files.wri.org/d8/s3fs-public/2024-08/electric-school-bus-us-market-study.pdf?VersionId=duRTJFb5G7D7zZnLUfEu_zet5yueS04t,,Electric School Bus U.S. Market Study and Buyer’s Guide: A Resource for School Bus Operators Pursuing Fleet Electrification,This publication is intended to serve as a resource primarily for school districts and transportation directors exploring school bus electrification and provide them with a better understanding of the state of the electric school bus market and available offerings.,July 24 2023,,2026-06-19T15:38:50.538503+00:00,ok
https://www.wri.org/research/winds-change-learnings-indian-offshore-wind-energy-sector,Winds of Change: Learnings for the Indian Offshore Wind Energy Sector,Winds of Change: Learnings for the Indian Offshore Wind Energy Sector,2022-27-06,https://files.wri.org/d8/s3fs-public/2022-08/winds-change-learnings-indian-offshore-wind-energy-sector.pdf?VersionId=bfO3E00waxbaQG6hdyKBX4TwwdO2BoRI,,Winds of Change: Learnings for the Indian Offshore Wind Energy Sector,"Offshore wind can become a key part of India’s energy mix, but rapid progress must be made on aspects of policy and contracting certainty, low-cost financing, establishment of a local competitive manufacturing base, and supporting infrastructure.",June 27 2022,,2026-06-19T15:38:50.733400+00:00,ok
https://www.wri.org/research/prosumers-bengaluru,Prosumers in Bengaluru: Lessons for Scaling Rooftop Solar PV,Prosumers in Bengaluru: Lessons for Scaling Rooftop Solar PV,2016-13-05,https://files.wri.org/d8/s3fs-public/Prosumers_in_Bengaluru.pdf,,Prosumers in Bengaluru: Lessons for Scaling Rooftop Solar PV,"SynopsisThe City of Bengaluru in the Indian state of Karnataka is making progress on rooftop solar PV installations, mainly through its utility implemented net-metering program. Yet, much more needs to be done if the state is to reach its 400 MW rooftop solar target by 2018. This working paper provides insight into how the city can further encourage prosumers to install rooftop solar PV systems.",May 13 2016,,2026-06-19T15:38:50.899723+00:00,ok
https://www.wri.org/research/what-works-vodacoms-community-services-phone-shops,What Works: Vodacom's Community Services Phone Shops,What Works: Vodacom's Community Services Phone Shops,2003-01-08,https://files.wri.org/d8/s3fs-public/pdf/dd_vodacom.pdf,,What Works: Vodacom's Community Services Phone Shops,Vodacom Community Services began under a 1994 government mandate to provide telecommunications services in disadvantaged communities in South Africa.,August 1 2003,,2026-06-19T15:38:51.085325+00:00,ok
https://www.wri.org/research/accelerating-building-efficiency,Accelerating Building Efficiency: Eight Actions for Urban Leaders,Accelerating Building Efficiency: Eight Actions for Urban Leaders,2016-11-05,https://files.wri.org/d8/s3fs-public/16_REP_Building_Efficiency_Synthesis_Report.pdf,,Accelerating Building Efficiency: Eight Actions for Urban Leaders,"Synopsis With buildings responsible for 32 percent of global energy consumption and a quarter of CO2 emissions, there is a huge, under-tapped opportunity to create more sustainable cities through building efficiency. More efficient buildings can generate economic benefits, reduce environmental impacts and improve people’s quality of life.",May 11 2016,,2026-06-19T15:38:51.110983+00:00,ok
https://www.wri.org/research/how-wisconsin-can-meet-its-clean-power-plan-targets,How Wisconsin Can Meet Its Clean Power Plan Targets,How Wisconsin Can Meet Its Clean Power Plan Targets,2016-31-03,https://files.wri.org/d8/s3fs-public/Wisconsin_Summary.pdf,,How Wisconsin Can Meet Its Clean Power Plan Targets,"Synopsis This fact sheet examines how Wisconsin can use its existing policies and infrastructure to meet its emission standards under the Clean Power Plan while minimizing compliance costs, ensuring reliability, and harnessing economic opportunities. Read about additional analyses in WRI's fact sheet series, How States Can Meet Their Clean Power Plan Targets. Key Findings Wisconsin can get 63 percent of the reductions required under the CPP by taking the following steps:",March 31 2016,,2026-06-19T15:38:51.180886+00:00,ok
https://www.wri.org/research/knowing-doing-operationalizing-100-questions-air-quality-initiative,From Knowing to Doing: Operationalizing the 100 Questions for Air Quality Initiative,From Knowing to Doing: Operationalizing the 100 Questions for Air Quality Initiative,2022-17-06,https://files.wri.org/d8/s3fs-public/2022-06/from-knowing-to-doing-operationalizing-100-questions-air-quality-initiative.pdf?VersionId=huUuBVZJIR5H2Dop0qJKY4x7LQL70RBU,,From Knowing to Doing: Operationalizing the 100 Questions for Air Quality Initiative,"This conference proceeding document summarizes the September 2021 capstone event that wrapped up 100 Questions for Air Quality, led by GovLab and World Resources Institute (WR). This initiative brought together a group of 100 atmospheric scientists, policy experts, academics and data providers from around the world to identify the most important questions for setting a new, high-impact agenda for further investments in data and data science.",June 17 2022,,2026-06-19T15:38:51.235140+00:00,ok
https://www.wri.org/research/what-works-n-logues-rural-connectivity-model,What Works: n-Logue's Rural Connectivity Model,What Works: n-Logue's Rural Connectivity Model,2004-01-12,https://files.wri.org/d8/s3fs-public/pdf/dd_nlogue.pdf,,What Works: n-Logue's Rural Connectivity Model,n-Logue Communications is setting up a sustainable network of wirelessly-connected Internet kiosks in rural villages throughout India.,December 1 2004,,2026-06-19T15:38:51.555183+00:00,ok
https://www.wri.org/research/what-works-smart-communications-bop-driven-business-model,What Works: Smart Communications' Bop-Driven Business Model,What Works: Smart Communications' Bop-Driven Business Model,2004-01-09,https://files.wri.org/d8/s3fs-public/pdf/dd_smart_communications_case.pdf,,What Works: Smart Communications' Bop-Driven Business Model,Smart Communications has transformed the cell phone market in the Philippines by enabling electronic sales of airtime via short message service (SMS) and by reducing the unit size of such sales to as little as US$0.03.,September 1 2004,,2026-06-19T15:38:51.967299+00:00,ok
https://www.wri.org/research/future-electricity-grid,The Future Electricity Grid,The Future Electricity Grid,2016-16-05,https://files.wri.org/d8/s3fs-public/The_Future_Electricity_Grid.pdf,,The Future Electricity Grid,"Synopsis Renewable energy (RE) is growing worldwide, with a six-fold increase in non-hydro renewables over the last decade from 85 to 657 gigawatts (GW). This report reviews the key trends that explain growth in RE, and highlights how they are challenging decision making in countries such as Brazil, China, India, and Kyrgyzstan.",May 16 2016,,2026-06-19T15:38:52.137872+00:00,ok
https://www.wri.org/research/benefits-local-government-aggregation-clean-energy-resources-emerging-opportunities-ferc-2222,Benefits of Local Government Aggregation of Clean Energy Resources: Emerging Opportunities Under FERC Order Number 2222,Benefits of Local Government Aggregation of Clean Energy Resources: Emerging Opportunities Under FERC Order Number 2222,2022-28-07,https://files.wri.org/d8/s3fs-public/2022-07/benefits-local-government-aggregation-clean-energy-resources-ferc-order-number-2222.pdf?VersionId=6Z2vusrv6wc6s42pOP6wxFRYjIJzzLjZ,,Benefits of Local Government Aggregation of Clean Energy Resources: Emerging Opportunities Under FERC Order Number 2222,"Distributed energy resources (DERs), like rooftop solar, electric vehicles, and water heaters, can make money and derive other benefits for their owners by selling energy and other grid services in regional electricity markets. These resources are typically smaller in scale than other energy resources, but can have big impacts on local governments’ clean energy goals, especially through aggregation.",July 28 2022,,2026-06-19T15:38:52.218777+00:00,ok
https://www.wri.org/research/locally-led-adaptation-principles-practice,Locally Led Adaptation: From Principles to Practice,Locally Led Adaptation: From Principles to Practice,2022-28-06,https://files.wri.org/d8/s3fs-public/2022-07/locally-led-adaptation-from-principles-to-practice.pdf?VersionId=iB9VdBK4g7LbBuglZlWCBI3dLUD7K1FW,,Locally Led Adaptation: From Principles to Practice,"Locally led adaptation (LLA) promotes equitable access to financing and decision-making power for local organizations, communities and other local actors on the front lines of climate change, especially groups that are disproportionately vulnerable to climate impacts. LLA also recognizes the value of local innovation, knowledge, and expertise for effective resilience-building.",June 28 2022,,2026-06-19T15:38:52.360049+00:00,ok
https://www.wri.org/research/bioeconomy-amazon-concepts-limits-and-trends-proper-definition-tropical-forest-biome,"Bioeconomy for the Amazon: Concepts, Limits and Trends for a Proper Definition of the Tropical Forest Biome","Bioeconomy for the Amazon: Concepts, Limits and Trends for a Proper Definition of the Tropical Forest Biome",2022-20-06,https://files.wri.org/d8/s3fs-public/2022-07/bioeconomy-for-amazon-EN.pdf?VersionId=4jpqEWuO2SlDH096vx3zF_n_k4ZkSR87,,"Bioeconomy for the Amazon: Concepts, Limits and Trends for a Proper Definition of the Tropical Forest Biome","Bioeconomy is an emerging term with several disputed definitions. Its first definitions and uses (e.g., OECD and EU) were aimed at clarifying the transition from fossil fuel-dependent economies to models based on biological inputs of agricultural origin but not necessarily biodiverse. These definitions were adopted by Brazilian institutions and economic sectors focused on the production of biofuels and biochemistry at scale and are more appropriate for consolidated agricultural areas.",June 20 2022,,2026-06-19T15:38:52.665316+00:00,ok
https://www.wri.org/research/what-works-itcs-e-choupal-and-profitable-rural-transformation,What Works: ITC's E-Choupal and Profitable Rural Transformation,What Works: ITC's E-Choupal and Profitable Rural Transformation,2003-01-08,https://files.wri.org/d8/s3fs-public/pdf/dd_echoupal.pdf,,What Works: ITC's E-Choupal and Profitable Rural Transformation,"In a country where 200 million people are engaged in farming or related activities, ITC is developing its internationally competitive agricultural business by empowering, not eliminating, the independent small farmer.",August 1 2003,,2026-06-19T15:38:52.711906+00:00,ok
https://www.wri.org/research/staying-track-paris,Staying on Track from Paris,Staying on Track from Paris,2016-19-05,https://files.wri.org/d8/s3fs-public/Staying_on_Track_from_Paris_-_Advancing_the_Key_Elements_of_the_Paris_Agreement_0.pdf,,Staying on Track from Paris,SynopsisThe Paris Agreement is a hugely significant step towards reaching a zero-carbon and resilient world. But challenges remain if we are to limit temperature rise and increase capacity to adapt to climate impacts. Those challenges include: the alignment of financial flows towards zero-carbon and climate resilient development; increased ambition for country contributions; and global cooperation around the design of the operational tools of the Agreement.,May 19 2016,,2026-06-19T15:38:52.880268+00:00,ok
https://www.wri.org/research/what-works-building-social-capital-aptechs-vidya,What Works: Building Social Capital with Aptech's Vidya,What Works: Building Social Capital with Aptech's Vidya,2003-01-08,https://files.wri.org/d8/s3fs-public/pdf/dd_vidya.pdf,,What Works: Building Social Capital with Aptech's Vidya,"Vidya, Hindi for ""knowledge,"" is a computer literacy program run by Aptech Ltd., one of the two largest computer education and training companies in India.",August 1 2003,,2026-06-19T15:38:53.344437+00:00,ok
https://www.wri.org/research/what-works-educars-strategy-nation-connected-and-learning,What Works: Educ.ar's Strategy for a Nation Connected and Learning,What Works: Educ.ar's Strategy for a Nation Connected and Learning,2001-01-07,https://files.wri.org/d8/s3fs-public/pdf/dd_educar.pdf,,What Works: Educ.ar's Strategy for a Nation Connected and Learning,"Executive SummaryWRI's business case studies go deeper into some of the most promising projects represented in the Digital Dividend Clearinghouse, providing detailed description and analysis of each business model, the market segment in which it operates, its successes and challenges, potential replicability and scalability. If possible, the study also documents the social impact of the venture.",July 1 2001,,2026-06-19T15:38:53.627726+00:00,ok
https://www.wri.org/research/food-loss-and-waste-accounting-and-reporting-standard,Food Loss and Waste Accounting and Reporting Standard,Food Loss and Waste Accounting and Reporting Standard,2016-06-06,https://files.wri.org/d8/s3fs-public/FLW_Standard_Exec_Summary_final_2016.pdf,,Food Loss and Waste Accounting and Reporting Standard,"SynopsisThe Food Loss and Waste Accounting and Reporting Standard (or FLW Standard) is a global standard that provides requirements and guidance for quantifying and reporting on the weight of food and/or associated inedible parts removed from the food supply chain—commonly referred to as “food loss and waste” (FLW). Using the standard enables countries, cities, companies, and other entities to develop inventories of how much FLW is generate dand where it goes.",June 6 2016,,2026-06-19T15:38:53.769202+00:00,ok
https://www.wri.org/research/developing-electric-mobility-roadmap-international-experiences-subnational-case-studies,Developing an Electric Mobility Roadmap: International Experiences from Subnational Case Studies for Vietnamese Cities,Developing an Electric Mobility Roadmap: International Experiences from Subnational Case Studies for Vietnamese Cities,2022-12-08,https://files.wri.org/d8/s3fs-public/2022-08/developing-electric-mobility-roadmap-subnational-case-studies-vietnamese-cities.pdf?VersionId=U2XPE7PXtXLWhOl9d7USTPdv0By.naDW,,Developing an Electric Mobility Roadmap: International Experiences from Subnational Case Studies for Vietnamese Cities,"This paper is part of a series that analyzes international experiences of electric mobility (e-mobility) adoption for stakeholders in Vietnam, and especially those in Da Nang, Hanoi, and Ho Chi Minh City, each meant to represent a macro-region of the country. Vietnam has experienced rapid socio-economic development in the last two decades, but as a result, air pollution, motorization, and fossil fuel consumption have all increased in its cities, causing public health and infrastructure concerns.",August 12 2022,,2026-06-19T15:38:53.798092+00:00,ok
https://www.wri.org/research/encroaching-land-and-livelihoods-how-national-expropriation-laws-measure-against,Encroaching on Land and Livelihoods: How National Expropriation Laws Measure Up Against International Standards,Encroaching on Land and Livelihoods: How National Expropriation Laws Measure Up Against International Standards,2016-13-06,https://files.wri.org/d8/s3fs-public/Encroaching_On_Land_And_Livelihoods_How_National_Expropriation_Laws_Measure_Up_Against_International_Standards.pdf,,Encroaching on Land and Livelihoods: How National Expropriation Laws Measure Up Against International Standards,"SynopsisEncroaching on Land and Livelihoods examines whether national expropriation laws in 30 countries across Asia and Africa follow the international standards established in Section 16 of the Voluntary Guidelines on the Responsible Governance of Tenure of Land, Fisheries, and Forests in the Context of National Food Security (VGGTs). Section 16 of the VGGTs establishes standards on expropriation, compensation, and resettlement to ensure tenure security and responsible land governance. The UN Committee on World Food Security officially endorsed the VGGTs in 2012.",June 13 2016,,2026-06-19T15:38:54.099643+00:00,ok
https://www.wri.org/research/opportunities-enhance-non-carbon-dioxide-greenhouse-gas-mitigation-china,Opportunities To Enhance Non-Carbon Dioxide Greenhouse Gas Mitigation In China,Opportunities To Enhance Non-Carbon Dioxide Greenhouse Gas Mitigation In China,2016-21-06,https://files.wri.org/d8/s3fs-public/Opportunities_to_enhance_non-CO2_GHG_mitigation_in_China.pdf,,Opportunities To Enhance Non-Carbon Dioxide Greenhouse Gas Mitigation In China,"SynopsisChina is making significant progress in the fight against climate change, including a commitment to peak its carbon emissions around 2030. From ramping up its carbon intensity target to limiting coal use to implementing an emissions trading scheme, recent signs show that the country is already beginning to shift toward a more environmentally and economically sustainable model of development.",June 21 2016,,2026-06-19T15:38:54.819501+00:00,ok
https://www.wri.org/research/environmental-mainstreaming,Environmental Mainstreaming,Environmental Mainstreaming,2005-01-11,https://files.wri.org/d8/s3fs-public/pdf/enviro_mainstreaming.pdf,,Environmental Mainstreaming,"SynopsisDescribes how attention to environmental sustainability can be mainstreamed into four pillars, and provides guidance to staff efforts to put mainstreaming into practice in the design and implementation of regional, country- and project- level operations. Executive SummaryAs part of a collaborative effort between the Inter-American Development Bank’s Environment Division and the World Resources Institute, this document discusses environmental mainstreaming considerations in the context of the four pillars of the Bank’s Institutional Strategy:",November 1 2005,,2026-06-19T15:38:54.936284+00:00,ok
https://www.wri.org/research/integration-energy-modeling-tool-states-power-sector-planning-process-tamil-nadu-case,Integration of an Energy Modeling Tool in a State’s Power Sector Planning Process—A Tamil Nadu Case Study,Integration of an Energy Modeling Tool in a State’s Power Sector Planning Process—A Tamil Nadu Case Study,2022-16-09,https://files.wri.org/d8/s3fs-public/2022-09/integration-energy-modeling-tool.pdf?VersionId=orxkxhgBa6R3UIbM6iYESzdHwRijas_2,,Integration of an Energy Modeling Tool in a State’s Power Sector Planning Process—A Tamil Nadu Case Study,This paper explores four low carbon scenarios analyzing the impact of varying levels of RE penetration for TN's electricity sector till 2030 using LEAP.,September 16 2022,,2026-06-19T15:38:55.126188+00:00,ok
https://www.wri.org/research/global-forest-watch-climate-summary-methods-and-data,Global Forest Watch Climate: Summary of Methods and Data,Global Forest Watch Climate: Summary of Methods and Data,2016-15-06,https://files.wri.org/d8/s3fs-public/Global_Forest_Watch_Climate_Summary_of_Methods_and_Data.pdf,,Global Forest Watch Climate: Summary of Methods and Data,"SynopsisThe Global Forest Watch (GFW) Climate online platform catalyzes action on climate change by providing timely and credible answers to questions about the impacts of tropical deforestation on global climate change. Its wealth of data and analytical tools allow researchers, governments, donors, businesses, journalists, and civil society to access information on carbon dioxide emissions from tropical deforestation. This technical note outlines the initial scope of the GFW Climate platform and provides a brief summary of the data available on the site.",June 15 2016,,2026-06-19T15:38:55.689030+00:00,ok
https://www.wri.org/research/unlocking-early-stage-financing-sdg-partnerships,Unlocking Early-Stage Financing for SDG Partnerships,Unlocking Early-Stage Financing for SDG Partnerships,2022-09-09,https://files.wri.org/d8/s3fs-public/2022-09/unlocking-early-stage-financing-for-sdg-partnerships.pdf?VersionId=pY1yOj1HuBrIJgab7OfUCIHQTF4ar9gR,,Unlocking Early-Stage Financing for SDG Partnerships,"This report aims to help commercially driven partnerships, grant funders and investors more effectively drive transformative Sustainable Development Goal (SDG) action by highlighting new approaches to finance.",September 9 2022,,2026-06-19T15:38:55.766389+00:00,ok
